2024-08-06 13:58:44.314 | ERROR    | 4196:18368 | nxpy.service.service_player:error:82 - quant_clearer [WinError 3] 系统找不到指定的路径。: '/media/yimt/e/temp/futurequant/out'
2024-08-12 15:22:36.597 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_orders] = [SELECT TradingDay,FullInstrumentID AS InstrumentID,InstrumentName,Direction,OffsetFlag,HedgeFlag,SimOrderType,OrderPriceType,VolumeCondition,TimeCondition,ROUND(LimitPrice, 4) AS LimitPrice,Volume,OrderLocalID,OrderSysID,OrderStatus,VolumeTraded,InsertTime,InsertMillisec,CancelTime,ROUND(Turnover, 6) AS Turnover
                    FROM quant.t_future_quantorder
                    WHERE HistoryNo = %s
                    ORDER BY TradingDay, OrderLocalID, OrderSysID]
2024-08-12 15:22:36.625 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_trades] = [SELECT TradingDay,TradeID,OrderLocalID,OrderSysID,TradeDate,TradeTime,FullInstrumentID AS InstrumentID,InstrumentName,Direction,OffsetFlag,HedgeFlag,Volume,ROUND(Price, 4) AS Price, ROUND(TradingAmount, 2) AS TradingAmount, ROUND(TotalPosCost, 2) AS TotalPosCost, ROUND(TradingFee, 2) AS TradingFee, ROUND(BeforeTradeTodayAmount, 4) AS BeforeTradeTodayAmount, ROUND(AfterTradeTodayAmount, 4) AS AfterTradeTodayAmount
                    FROM quant.t_future_quanttrade
                    WHERE HistoryNo = %s 
                    ORDER BY TradingDay, TradeID, OrderLocalID, OrderSysID]
2024-08-12 15:22:36.652 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_assets] = [SELECT TradingDay,PreAmount,PreMargin,PreAsset,Amount,Margin,TotalAsset, MaxTodayLongAmount, MaxTodayShortAmount
                    FROM quant.t_future_quantasset
                    WHERE HistoryNo = %s 
                    ORDER BY TradingDay]
2024-08-12 15:22:36.669 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_positions] = [SELECT TradingDay,FullInstrumentID AS InstrumentID,InstrumentName,PosiDirection,HedgeFlag,Position,ROUND(SettlementPrice, 4) AS SettlementPrice,ROUND(PositionCost, 2) AS TotalPosCost,ROUND(OpenCost, 2) AS OpenPosCost,ROUND(UseMargin, 2) AS Margin,ROUND(Commission, 2) AS TradingFee,ROUND(Profit, 2) AS Profit,YdPosition,ROUND(TodayProfit, 2) AS TodayProfit,ROUND(TodayBuyCapital, 2) AS TodayBuyCapital,ROUND(TodaySellCapital, 2) AS TodaySellCapital,ROUND(BuyCapital, 2) AS BuyCapital,ROUND(SellCapital, 2) AS SellCapital,ROUND(ReturnRatio, 4) AS ReturnRatio,ROUND(ContributionRatio, 4) AS ContributionRatio,ROUND(LastSettlementPrice, 2) AS LastSettlementPrice,ROUND(OpenCost, 2) AS TotalOpenPosCost
                    FROM quant.t_future_quantposition
                    WHERE historyno = %s
                    UNION
                    SELECT t1.TradingDay,'000000' AS InstrumentID,'000000' AS InstrumentName,'' AS PosiDirection,'' AS HedgeFlag,0 AS Position,ROUND(t2.TotalAsset, 2) AS SettlementPrice,ROUND(t2.Amount, 2) AS TotalPosCost,0 AS OpenPosCost,ROUND(t2.Margin, 2) AS Margin,0 AS TradingFee,ROUND(t2.Profit, 2) AS Profit,0 AS YdPosition,ROUND(t2.TodayProfit, 2) AS TodayProfit,0 AS TodayBuyCapital,0 AS TodaySellCapital,0 AS BuyCapital,0 AS SellCapital,0 AS ReturnRatio,0 AS ContributionRatio,0 AS LastSettlementPrice,0 AS TotalOpenPosCost
                        FROM quant.t_future_quantposition t1, quant.t_future_quantasset t2
                        WHERE t1.HistoryNo = %s AND t1.HistoryNo = t2.HistoryNo AND t1.TradingDay = t2.TradingDay
                ORDER BY TradingDay, InstrumentID DESC]
2024-08-12 15:22:36.688 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_profits] = [SELECT FullInstrumentID AS InstrumentID,InstrumentName,PosiDirection,TradingCount,ROUND(TradingFee, 2) AS TradingFee,ROUND(Profit, 2) AS Profit,ROUND(BuyCapital, 2) AS BuyCapital,ROUND(SellCapital, 2) AS SellCapital,ROUND(ContributionRatio, 4) AS ContributionRatio,ROUND(ReturnRatio, 4) AS ReturnRatio
                    FROM quant.t_future_quantprofit
                    WHERE HistoryNo = %s ORDER BY InstrumentID]
2024-08-12 15:22:36.703 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_month_summary] = [SELECT t.TradeMonth, ROUND(t1.PreAsset, 2) AS LastAsset, ROUND(t2.TotalAsset, 2) AS Asset, ROUND(t.BuyTradingAmount, 2) AS BuyTradingAmount, ROUND(t.SellTradingAmount, 2) AS SellTradingAmount, t3.Volume
                    FROM (SELECT HistoryNo, SUBSTR(TradingDay, 1, 6) AS TradeMonth, MIN(TradingDay) AS FirstTradingDay, MAX(TradingDay) AS LastTradingDay, SUM(TodayBuyCapital) AS BuyTradingAmount, SUM(TodaySellCapital) AS SellTradingAmount
                            FROM quant.t_future_quantasset
                            WHERE HistoryNo = %s
                            GROUP BY HistoryNo, SUBSTR(TradingDay, 1, 6))t, quant.t_future_quantasset t1, quant.t_future_quantasset t2,
                        (SELECT HistoryNo, SUBSTR(TradingDay, 1, 6) AS TradeMonth, COUNT(1) AS Volume FROM quant.t_future_quanttrade WHERE historyno = %s) t3
                    WHERE t.HistoryNo = t1.HistoryNo AND t.HistoryNo = t2.HistoryNo AND t.FirstTradingDay = t1.TradingDay AND t.LastTradingDay = t2.TradingDay
                        AND t.HistoryNo = t3.HistoryNo AND t.TradeMonth = t3.TradeMonth
                    ORDER BY t.TradeMonth]
2024-08-12 15:22:36.718 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_benches] = [SELECT t1.TradingDay, t1.FullInstrumentID AS InstrumentID, ROUND(IF(t1.TradingDay = t1.LastTradingDay, (t1.ClosingPrice - t1.OpeningPrice) / t1.OpeningPrice, (t4.OpeningPrice - t1.OpeningPrice) / t1.OpeningPrice), 6) AS DayProfitRatio, ROUND(IF(t1.TradingDay = t1.LastTradingDay, (t1.ClosingPrice - t5.OpeningPrice) / t5.OpeningPrice, (t4.OpeningPrice - t5.OpeningPrice) / t5.OpeningPrice), 6) AS ProfitRatio
                    FROM (SELECT t1.TradingDay, t1.ExchangeID, t1.InstrumentID, t1.FullInstrumentID, t2.FirstTradingDay, t2.LastTradingDay, t1.OpeningPrice, t1.ClosingPrice FROM quant.t_future_quantmarketdata t1, (SELECT t2.TradingDay, t2.ExchangeID, t2.InstrumentID, t3.FirstTradingDay, t4.LastTradingDay FROM quant.t_future_simtestsubmd t2, (SELECT MIN(t.TradingDay) AS FirstTradingDay FROM quant.t_future_quantasset t WHERE t.HistoryNo = %s) t3, (SELECT MAX(t.TradingDay) AS LastTradingDay FROM quant.t_future_quantasset t WHERE t.HistoryNo = %s) t4 WHERE t2.HistoryNo = %s) t2
                        WHERE t1.TradingDay = t2.TradingDay AND t1.ExchangeID = t2.ExchangeID AND t1.InstrumentID = t2.InstrumentID) t1
                    JOIN quant.t_future_quantmarketdata t4 ON (t1.TradingDay = t4.LastTradingDay AND t1.ExchangeID = t4.ExchangeID AND t1.InstrumentID = t4.InstrumentID)
                    JOIN quant.t_future_quantmarketdata t5 ON (t1.FirstTradingDay = t5.TradingDay AND t1.ExchangeID = t5.ExchangeID AND t1.InstrumentID = t5.InstrumentID)
                    ORDER BY t1.TradingDay, t1.InstrumentID]
2024-08-12 15:22:37.376 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_submds] = [SELECT t1.TradingDay, t1.FullInstrumentID AS InstrumentID, t1.InstrumentName , ROUND(t1.LastClosingPrice, 4) AS LastClosingPrice, ROUND(t1.OpeningPrice, 4) AS OpeningPrice, ROUND(t1.ClosingPrice, 4) AS ClosingPrice, ROUND(t1.TopPrice, 4) AS TopPrice, ROUND(t1.FloorPrice, 4) AS FloorPrice, t1.TradingVolume, ROUND(t1.TradingAmount, 2) AS TradingAmount, ROUND(IF(t1.TradingDay = t1.LastTradingDay, (t1.ClosingPrice - t1.OpeningPrice) / t1.OpeningPrice, (t4.OpeningPrice - t1.OpeningPrice) / t1.OpeningPrice), 6) AS DayProfitRatio
                    FROM (SELECT t1.TradingDay, t1.ExchangeID, t1.InstrumentID, t1.FullInstrumentID, t1.InstrumentName, t2.FirstTradingDay, t2.LastTradingDay, t1.LastClosingPrice, t1.ClosingPrice, t1.OpeningPrice, t1.TopPrice, t1.FloorPrice, t1.TradingVolume, t1.TradingAmount FROM quant.t_future_quantmarketdata t1, (SELECT t2.TradingDay, t2.ExchangeID, t2.InstrumentID, t3.FirstTradingDay, t4.LastTradingDay FROM quant.t_future_simtestsubmd t2, (SELECT MIN(t.TradingDay) AS FirstTradingDay FROM quant.t_future_quantasset t WHERE t.HistoryNo = %s) t3, (SELECT MAX(t.TradingDay) AS LastTradingDay FROM quant.t_future_quantasset t WHERE t.HistoryNo = %s) t4 WHERE t2.HistoryNo = %s) t2
                        WHERE t1.TradingDay = t2.TradingDay AND t1.ExchangeID = t2.ExchangeID AND t1.InstrumentID = t2.InstrumentID) t1
                    JOIN quant.t_future_quantmarketdata t4 ON (t1.TradingDay = t4.LastTradingDay AND t1.ExchangeID = t4.ExchangeID AND t1.InstrumentID = t4.InstrumentID)
                    ORDER BY t1.TradingDay, t1.FullInstrumentID]
2024-08-12 15:22:38.012 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_future_quant_db_positions] = [SELECT TradingDay,FullInstrumentID AS InstrumentID,InstrumentName,PosiDirection,HedgeFlag,Position,ROUND(SettlementPrice, 4) AS SettlementPrice,ROUND(PositionCost, 2) AS TotalPosCost,ROUND(OpenCost, 2) AS OpenPosCost,ROUND(UseMargin, 2) AS Margin,ROUND(Commission, 2) AS TradingFee,ROUND(Profit, 2) AS Profit,YdPosition,ROUND(TodayProfit, 2) AS TodayProfit,ROUND(TodayBuyCapital, 2) AS TodayBuyCapital,ROUND(TodaySellCapital, 2) AS TodaySellCapital,ROUND(BuyCapital, 2) AS BuyCapital,ROUND(SellCapital, 2) AS SellCapital,ROUND(ReturnRatio, 6) AS ReturnRatio,ROUND(ContributionRatio, 6) AS ContributionRatio,ROUND(LastSettlementPrice, 4) AS LastSettlementPrice
                    FROM quant.t_future_quantposition
                    WHERE HistoryNo = %s]
2024-08-12 15:22:38.034 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_quant_sub_instruments] = [SELECT DISTINCT ExchangeID, InstrumentID FROM quant.t_future_simtestsubmd WHERE HistoryNo = %s]
2024-08-12 15:22:38.046 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_quant_future_dkmds] = [SELECT t1.TradingDay, t1.FullInstrumentID AS InstrumentID, ROUND(t1.LastClosingPrice, 4) AS LastClosingPrice, ROUND(t1.OpeningPrice, 4) AS OpeningPrice, ROUND(t1.ClosingPrice, 4) AS ClosingPrice, ROUND(t1.TopPrice, 4) AS TopPrice, ROUND(t1.FloorPrice, 4) AS FloorPrice, t1.TradingVolume, ROUND(t1.TradingAmount, 2) AS TradingAmount, t3.LongOpenPosCost, t3.ShortOpenPosCost, t3.LongYdPosition, t3.ShortYdPosition
                    FROM quant.t_future_quantmarketdata t1
                    JOIN quant.t_future_quantasset t2 ON (t2.HistoryNo = %s AND t1.TradingDay = t2.TradingDay)
                    LEFT JOIN (SELECT t3.HistoryNo, t3.TradingDay, t3.ExchangeID, t3.InstrumentID, t3.FullInstrumentID, SUM(ROUND(IF(t3.PosiDirection = '2', t3.OpenCost, 0), 2)) AS LongOpenPosCost, SUM(ROUND(IF(t3.PosiDirection = '3', t3.OpenCost, 0), 2)) AS ShortOpenPosCost, SUM(ROUND(IF(t3.PosiDirection = '2', t3.YdPosition, 0), 2)) AS LongYdPosition, SUM(ROUND(IF(t3.PosiDirection = '3', t3.YdPosition, 0), 2)) AS ShortYdPosition FROM quant.t_future_quantposition t3 WHERE t3.HistoryNo = %s GROUP BY t3.HistoryNo, t3.TradingDay, t3.ExchangeID, t3.InstrumentID, t3.FullInstrumentID) t3 ON (t3.HistoryNo = %s AND t1.TradingDay = t3.TradingDay AND t1.ExchangeID = t3.ExchangeID AND t1.InstrumentID = t3.InstrumentID)
                    WHERE t1.ExchangeID = %s AND t1.InstrumentID = %s
                    ORDER BY t1.TradingDay]
2024-08-12 15:22:38.073 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_quant_future_dkmds] = [SELECT t1.TradingDay, t1.FullInstrumentID AS InstrumentID, ROUND(t1.LastClosingPrice, 4) AS LastClosingPrice, ROUND(t1.OpeningPrice, 4) AS OpeningPrice, ROUND(t1.ClosingPrice, 4) AS ClosingPrice, ROUND(t1.TopPrice, 4) AS TopPrice, ROUND(t1.FloorPrice, 4) AS FloorPrice, t1.TradingVolume, ROUND(t1.TradingAmount, 2) AS TradingAmount, t3.LongOpenPosCost, t3.ShortOpenPosCost, t3.LongYdPosition, t3.ShortYdPosition
                    FROM quant.t_future_quantmarketdata t1
                    JOIN quant.t_future_quantasset t2 ON (t2.HistoryNo = %s AND t1.TradingDay = t2.TradingDay)
                    LEFT JOIN (SELECT t3.HistoryNo, t3.TradingDay, t3.ExchangeID, t3.InstrumentID, t3.FullInstrumentID, SUM(ROUND(IF(t3.PosiDirection = '2', t3.OpenCost, 0), 2)) AS LongOpenPosCost, SUM(ROUND(IF(t3.PosiDirection = '3', t3.OpenCost, 0), 2)) AS ShortOpenPosCost, SUM(ROUND(IF(t3.PosiDirection = '2', t3.YdPosition, 0), 2)) AS LongYdPosition, SUM(ROUND(IF(t3.PosiDirection = '3', t3.YdPosition, 0), 2)) AS ShortYdPosition FROM quant.t_future_quantposition t3 WHERE t3.HistoryNo = %s GROUP BY t3.HistoryNo, t3.TradingDay, t3.ExchangeID, t3.InstrumentID, t3.FullInstrumentID) t3 ON (t3.HistoryNo = %s AND t1.TradingDay = t3.TradingDay AND t1.ExchangeID = t3.ExchangeID AND t1.InstrumentID = t3.InstrumentID)
                    WHERE t1.ExchangeID = %s AND t1.InstrumentID = %s
                    ORDER BY t1.TradingDay]
2024-08-12 15:22:38.091 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_quant_future_dkmds] = [SELECT t1.TradingDay, t1.FullInstrumentID AS InstrumentID, ROUND(t1.LastClosingPrice, 4) AS LastClosingPrice, ROUND(t1.OpeningPrice, 4) AS OpeningPrice, ROUND(t1.ClosingPrice, 4) AS ClosingPrice, ROUND(t1.TopPrice, 4) AS TopPrice, ROUND(t1.FloorPrice, 4) AS FloorPrice, t1.TradingVolume, ROUND(t1.TradingAmount, 2) AS TradingAmount, t3.LongOpenPosCost, t3.ShortOpenPosCost, t3.LongYdPosition, t3.ShortYdPosition
                    FROM quant.t_future_quantmarketdata t1
                    JOIN quant.t_future_quantasset t2 ON (t2.HistoryNo = %s AND t1.TradingDay = t2.TradingDay)
                    LEFT JOIN (SELECT t3.HistoryNo, t3.TradingDay, t3.ExchangeID, t3.InstrumentID, t3.FullInstrumentID, SUM(ROUND(IF(t3.PosiDirection = '2', t3.OpenCost, 0), 2)) AS LongOpenPosCost, SUM(ROUND(IF(t3.PosiDirection = '3', t3.OpenCost, 0), 2)) AS ShortOpenPosCost, SUM(ROUND(IF(t3.PosiDirection = '2', t3.YdPosition, 0), 2)) AS LongYdPosition, SUM(ROUND(IF(t3.PosiDirection = '3', t3.YdPosition, 0), 2)) AS ShortYdPosition FROM quant.t_future_quantposition t3 WHERE t3.HistoryNo = %s GROUP BY t3.HistoryNo, t3.TradingDay, t3.ExchangeID, t3.InstrumentID, t3.FullInstrumentID) t3 ON (t3.HistoryNo = %s AND t1.TradingDay = t3.TradingDay AND t1.ExchangeID = t3.ExchangeID AND t1.InstrumentID = t3.InstrumentID)
                    WHERE t1.ExchangeID = %s AND t1.InstrumentID = %s
                    ORDER BY t1.TradingDay]
2024-08-12 15:22:38.112 | DEBUG    | 31612:4464 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_quant_future_dkmds] = [SELECT t1.TradingDay, t1.FullInstrumentID AS InstrumentID, ROUND(t1.LastClosingPrice, 4) AS LastClosingPrice, ROUND(t1.OpeningPrice, 4) AS OpeningPrice, ROUND(t1.ClosingPrice, 4) AS ClosingPrice, ROUND(t1.TopPrice, 4) AS TopPrice, ROUND(t1.FloorPrice, 4) AS FloorPrice, t1.TradingVolume, ROUND(t1.TradingAmount, 2) AS TradingAmount, t3.LongOpenPosCost, t3.ShortOpenPosCost, t3.LongYdPosition, t3.ShortYdPosition
                    FROM quant.t_future_quantmarketdata t1
                    JOIN quant.t_future_quantasset t2 ON (t2.HistoryNo = %s AND t1.TradingDay = t2.TradingDay)
                    LEFT JOIN (SELECT t3.HistoryNo, t3.TradingDay, t3.ExchangeID, t3.InstrumentID, t3.FullInstrumentID, SUM(ROUND(IF(t3.PosiDirection = '2', t3.OpenCost, 0), 2)) AS LongOpenPosCost, SUM(ROUND(IF(t3.PosiDirection = '3', t3.OpenCost, 0), 2)) AS ShortOpenPosCost, SUM(ROUND(IF(t3.PosiDirection = '2', t3.YdPosition, 0), 2)) AS LongYdPosition, SUM(ROUND(IF(t3.PosiDirection = '3', t3.YdPosition, 0), 2)) AS ShortYdPosition FROM quant.t_future_quantposition t3 WHERE t3.HistoryNo = %s GROUP BY t3.HistoryNo, t3.TradingDay, t3.ExchangeID, t3.InstrumentID, t3.FullInstrumentID) t3 ON (t3.HistoryNo = %s AND t1.TradingDay = t3.TradingDay AND t1.ExchangeID = t3.ExchangeID AND t1.InstrumentID = t3.InstrumentID)
                    WHERE t1.ExchangeID = %s AND t1.InstrumentID = %s
                    ORDER BY t1.TradingDay]
2024-08-12 15:23:06.376 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_history_no.0] = [SELECT CurrValue FROM quant.t_Counter WHERE CounterID = 't_QuantTestHistory' FOR UPDATE]
2024-08-12 15:23:06.447 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.get_history_no.1] = [UPDATE quant.t_Counter SET CurrValue = %s WHERE CounterID = 't_QuantTestHistory']
2024-08-12 15:23:06.490 | INFO     | 872:31296 | nxpy.service.service_player:info:75 - quant_clearer deal [8786]->[./media/yimt/e/temp/futurequant/out\00030675\20211120225021]
2024-08-12 15:23:06.552 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.clean_future_simtest_data.0] = [DELETE FROM quant.t_Future_SimTestInfo WHERE HistoryNo = %s]
2024-08-12 15:23:06.584 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.clean_future_simtest_data.1] = [DELETE FROM quant.t_Future_SimTestInitPosition WHERE HistoryNo = %s]
2024-08-12 15:23:06.608 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.clean_future_simtest_data.2] = [DELETE FROM quant.t_Future_SimTestOrder WHERE HistoryNo = %s]
2024-08-12 15:23:06.639 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.clean_future_simtest_data.3] = [DELETE FROM quant.t_Future_SimTestTrade WHERE HistoryNo = %s]
2024-08-12 15:23:06.668 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.clean_future_simtest_data.4] = [DELETE FROM quant.t_Future_SimTestPosition WHERE HistoryNo = %s]
2024-08-12 15:23:06.698 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.clean_future_simtest_data.5] = [DELETE FROM quant.t_Future_SimTestPositionDetail WHERE HistoryNo = %s]
2024-08-12 15:23:06.735 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.clean_future_simtest_data.6] = [DELETE FROM quant.t_Future_SimTestSubMD WHERE HistoryNo = %s]
2024-08-12 15:23:06.768 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.clean_future_simtest_data.7] = [DELETE FROM quant.t_Future_SimTestTradingAccount WHERE HistoryNo = %s]
2024-08-12 15:23:07.554 | INFO     | 872:31296 | nxpy.service.service_player:info:75 - quant_clearer deal[8786] begin
2024-08-12 15:23:07.554 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.deal_future_quant_data.0] = [DELETE FROM quant.t_Future_QuantOrder WHERE HistoryNo = %s]
2024-08-12 15:23:07.590 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.deal_future_quant_data.1] = [INSERT INTO quant.t_Future_QuantOrder(HistoryNo,TradingDay,ExchangeID,InstrumentID,InstrumentName,FullInstrumentID,SpecInstrumentID,Direction,OffsetFlag,HedgeFlag,OrderPriceType,TimeCondition,VolumeCondition,ContingentCondition,SimOrderType,LimitPrice,Volume,VolumeMultiple,OrderLocalID,OrderSysID,OrderStatus,VolumeTraded,InsertTime,InsertMillisec,CancelTime,Turnover)
                        SELECT %s AS HistoryNo, t.TradingDay, t.ExchangeID, t.InstrumentID, IFNULL(t1.InstrumentName, '') AS InstrumentName, CONCAT(t.InstrumentID, '.', t.ExchangeID) AS FullInstrumentID, CONCAT(t.InstrumentID, '.', t.ExchangeID) AS SpecInstrumentID, t.Direction, t.OffsetFlag, t.HedgeFlag, t.OrderPriceType, t.TimeCondition, t.VolumeCondition, t.ContingentCondition, NULL AS SimOrderType, t.LimitPrice, t.VolumeTotalOriginal AS Volume, t.VolumeMultiple, t.OrderLocalID, t.OrderSysID, t.OrderStatus, t.VolumeTraded, t.InsertTime,0 AS InsertMillisec, t.CancelTime, t.TradeAmount AS Turnover
                        FROM quant.t_Future_SimTestOrder t
                        LEFT JOIN quant.t_future_quantmarketdata t1 ON (t.TradingDay = t1.TradingDay And t.ExchangeID = t1.ExchangeID AND t.InstrumentID = t1.InstrumentID)
                        WHERE t.HistoryNo = %s]
2024-08-12 15:23:07.626 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.deal_future_quant_data.2] = [DELETE FROM quant.t_Future_QuantTrade WHERE HistoryNo = %s]
2024-08-12 15:23:07.664 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.deal_future_quant_data.3] = [INSERT INTO quant.t_Future_QuantTrade(HistoryNo, TradingDay, TradeID, TradeDate, TradeTime, ExchangeID, InstrumentID, InstrumentName, FullInstrumentID, SpecInstrumentID, Direction, OffsetFlag, HedgeFlag, Price, Volume, VolumeMultiple, OrderLocalID, OrderSysID, TradingAmount, TotalPosCost, TradingFee, BeforeTradeTodayAmount, AfterTradeTodayAmount)
                        SELECT t.HistoryNo, t.TradingDay, t.TradeID, t.TradeDate, t.TradeTime, t.ExchangeID, t.InstrumentID, IFNULL(t1.InstrumentName, '') AS InstrumentName, CONCAT(t.InstrumentID, '.', t.ExchangeID) AS FullInstrumentID, CONCAT(t.InstrumentID, '.', t.ExchangeID) AS SpecInstrumentID, t.Direction, t.OffsetFlag, t.HedgeFlag, t.Price, t.Volume, t.VolumeMultiple, t.OrderLocalID, t.OrderSysID, t.Price * t.Volume * t.VolumeMultiple AS TradingAmount, t.Price * t.Volume * t.VolumeMultiple + t.Commission AS TotalPosCost, t.Commission AS TradingFee, 0 AS BeforeTradeTodayAmount, 0 AS AfterTradeTodayAmount
                        FROM quant.t_Future_SimTestTrade t
                        LEFT JOIN quant.t_future_quantmarketdata t1 ON (t.TradingDay = t1.TradingDay And t.ExchangeID = t1.ExchangeID AND t.InstrumentID = t1.InstrumentID)
                        WHERE t.HistoryNo = %s]
2024-08-12 15:23:07.755 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.deal_future_quant_data.4] = [DELETE FROM quant.t_Future_QuantAsset WHERE HistoryNo = %s]
2024-08-12 15:23:07.801 | DEBUG    | 872:31296 | nxpy.db.executor:make_statement:465 - sql [quant_data_clear.deal_future_quant_data.5] = [INSERT INTO quant.t_Future_QuantAsset(HistoryNo, TradingDay, InitAmount, InitMargin, InitAsset, PreAmount, PreMargin, PreAsset, Amount, Margin, TodayBuyCapital, TodaySellCapital, TodayProfit, Profit, TotalAsset, ProfitRatio, MaxTodayLongAmount, MaxTodayShortAmount)
                        SELECT t.HistoryNo, t.TradingDay, SUM(t.InitAmount) AS InitAmount, SUM(t.InitMargin) AS InitMargin, SUM(t.InitAsset) AS InitAsset, SUM(t.PreAmount) AS PreAmount, SUM(t.PreMargin) AS PreMargin, SUM(t.PreAsset) AS PreAsset, SUM(t.Amount) AS Amount, SUM(t.Margin) AS Margin, SUM(IFNULL(tt.TodayBuyCapital, 0)) AS TodayBuyCapital, SUM(IFNULL(tt.TodaySellCapital, 0)) AS TodaySellCapital, SUM(t.TodayProfit) AS TodayProfit, SUM(t.Profit) AS Profit, SUM(t.TotalAsset) AS TotalAsset, IF(SUM(t.InitAsset) = 0, 0, SUM(t.Profit) / SUM(t.InitAsset)) AS ProfitRatio, SUM(t.MaxTodayLongAmount) AS MaxTodayLongAmount, SUM(t.MaxTodayShortAmount) AS MaxTodayShortAmount
                        FROM(
                            SELECT t.HistoryNo, t.TradingDay, SUM(t.InitAmount) AS InitAmount, SUM(t.InitMargin) AS InitMargin, SUM(t.InitAsset) AS InitAsset, SUM(t.PreAmount) AS PreAmount, SUM(t.PreMargin) AS PreMargin, SUM(t.PreAsset) AS PreAsset, SUM(t.Amount) AS Amount, SUM(t.Margin) AS Margin, SUM(t.TodayProfit) AS TodayProfit, SUM(t.Profit) AS Profit, SUM(t.TotalAsset) AS TotalAsset, SUM(t.MaxTodayLongAmount) AS MaxTodayLongAmount, SUM(t.MaxTodayShortAmount) AS MaxTodayShortAmount
                            FROM (SELECT t.HistoryNo, t.TradingDay, t4.InitAmount, t4.InitMargin, t4.InitAmount AS InitAsset, t.PreBalance AS PreAmount, 0 AS PreMargin, t.PreBalance AS PreAsset, t.Balance AS Amount, t.CurrMargin AS Margin, t.Balance - t.PreBalance AS TodayProfit, t.Balance - t4.InitAmount AS Profit, t.Balance AS TotalAsset, 0 AS MaxTodayLongAmount, 0 AS MaxTodayShortAmount
                                FROM quant.t_Future_SimTestTradingAccount t
                                JOIN (SELECT DISTINCT TradingDay FROM quant.t_future_quantmarketdata WHERE ExchangeID = 'SHFE') t3 ON (t.TradingDay = t3.TradingDay)
                                JOIN (SELECT t.TradingDay, t.PreBalance AS InitAmount, t.PreMargin AS InitMargin FROM quant.t_Future_SimTestTradingAccount t WHERE t.HistoryNo = %s ORDER BY t.TradingDay Limit 1) t4
                                WHERE t.HistoryNo = %s) t GROUP BY t.HistoryNo, t.TradingDay) t
